Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department,Cost
"Monument to the November Revolution, Berlin-Lichtenberg, Germany, (Lettering study)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1926,Architecture & Design," 1,425 "
"By Cleland, T.M. (1930(?)) ""West Vaco - Inspirations for Printers"" No. 26",assume vivid astro focus,(),,,(),2002,Drawings, 966 
Winding Road,Emile Branchard,(American),-1881,-1938,(Male),(1920-1929),Drawings," 1,070 "
Mon Bon Dodo,Walter Richard Sickert,(British),-1860,-1942,(Male),1915,Prints & Illustrated Books," 1,034 "
Seal Thoughts of Man,Akesuk Tudlik,(Canadian Inuit),-1890,-1966,(Male),1954,Prints & Illustrated Books," 1,015 "
"My Family, New York",Robert Frank,(American),-1924,,(Male),1951,Photography," 1,004 "
Bauhaus Ausstellung Weimar Juli - September 1923,Vasily Kandinsky,(French),-1866,-1944,(Male),1923,Architecture & Design," 1,205 "
Tetris,Alexey Pajitnov,(Russian),-1955,,(Male),1984,Architecture & Design," 1,373 "
Anna Halprin on the deck at Kentfield in experimental Kabuki ballet,Anna Halprin,(American),-1920,,(Female),1960,Media and Performance Art," 1,063 "
Untitled Film Still #42,Cindy Sherman,(American),-1954,,(Female),1979,Photography," 1,274 "
Isadora Duncan at the Portal of the Parthenon,Edward Steichen,(American),-1879,-1973,(Male),1920,Photography," 1,204 "
PAVILLON DE ...?,Eugène Atget,(French),-1857,-1927,(Male),1899,Photography," 1,106 "
Plaque for Flux Catalogue,Ben Vautier,(French),-1935,,(Male),1984,Prints & Illustrated Books," 1,467 "
Falling Night,Karl Schrag,(American),-1912,-1995,(Male),1949,Prints & Illustrated Books," 1,023 "
Lily St. Cyr,Garry Winogrand,(American),-1928,-1984,(Male),c. 1954,Photography," 1,346 "
Plate 8 from FOUR TALES FROM THE ARABIAN NIGHTS,Marc Chagall,(French),-1887,-1985,(Male),1941-1948,Prints & Illustrated Books," 1,242 "
"Court House Project, Plan",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),c. 1935,Architecture & Design," 1,408 "
Wheel of Writing,Pierre Alechinsky,(Belgian),-1927,,(Male),-1985,Prints & Illustrated Books," 1,428 "
Acoustica,Louise Bourgeois,(American),-1911,-2010,(Female),2000-2003,Prints & Illustrated Books," 1,046 "
"Tugendhat House, Brno, Czech Republic, Storage wall with built-in sink between children's room and vestibule. Plan, elevations, sections.",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1928-1930,Architecture & Design," 1,246 "
Untitled from American Abstract Artists,Ibram Lassaw,(American),-1913,-2003,(Male),1937,Prints & Illustrated Books," 1,104 "
"Kiener Memorial Fountain and Runner Statue. Gateway Mall, Saint Louis, Missouri",Lee Friedlander,(American),-1934,,(Male),1972,Photography," 1,186 "
Animation cell for Little Hiawatha,Disney Studios,(American),,,(),-1937,Drawings," 1,358 "
From Eyes Blue and Cold from The Archaics,Grace Hartigan,(American),-1922,-2008,(Female),1962-1966,Prints & Illustrated Books," 1,336 "
Keyboard Dances,Philip Corner,(American),-1933,,(Male),1963,Prints & Illustrated Books," 1,128 "
The Girl on the Train,André Téchiné,(French),-1943,,(Male),2009,Film," 1,121 "
Preliminary unfinished form of the proposed index coordinate graph,George Maciunas,(American),-1931,-1978,(Male),c. 1955-1960,Prints & Illustrated Books, 922 
Smoke on Cellophane 1,Frederick Sommer,(American),-1905,-1999,(Male),1961,Photography," 1,280 "
Citta' di Torino from Insicuro Noncurante,Alighiero Boetti,(Italian),-1940,-1994,(Male),1966-1975,Prints & Illustrated Books," 1,212 "
"The Dwelling of Our Time, German Building Exhibition, Berlin, Germany, Interior-finishing-materials exhibits (Frontal and lateral elevations, plan, and sections. Shelves for textiles. Wertheim stall.)",Lilly Reich,(German),-1885,-1947,(Female),1931,Architecture & Design," 1,081 "
"Office of Information about the Vietnam War at Three Levels: The Visual Image, Text and Audio",David Lamelas,(Argentine),-1946,,(Male),1968,Media and Performance Art," 1,028 "
Untitled,Louise Bourgeois,(American),-1911,-2010,(Female),1989-1990,Prints & Illustrated Books," 1,007 "
Fairground Workers,August Sander,(German),-1876,-1964,(Male),1926-1932,Photography," 1,124 "
19 rue Denfert-Rochereau,Eugène Atget,(French),-1857,-1927,(Male),1923,Photography," 1,009 "
Z II,László Moholy-Nagy,(American),-1895,-1946,(Male),1925,Painting & Sculpture," 1,403 "
"THE OXEN (plate; volume II, page 7) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,(French),-1884,-1974,(Male),1933-1947,Prints & Illustrated Books," 1,111 "
Plate (folio 8) from LITRES,Geneviève Asse,(French),-1923,,(Female),1968-1969,Prints & Illustrated Books," 1,458 "
Untitled,Louise Bourgeois,(American),-1911,-2010,(Female),2002,Prints & Illustrated Books," 1,353 "
"Wall with Mustached Man (Mur au moustachu) (plate 6, folio 18) from Les Murs",Jean Dubuffet,(French),-1901,-1985,(Male),1945,Prints & Illustrated Books," 1,459 "
Text with double page decoration (folios 11 verso and 12) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,(Spanish),-1881,-1973,(Male),1941,Prints & Illustrated Books," 1,466 "
Untitled,Joel Shapiro,(American),-1941,,(Male),1982-1984,Painting & Sculpture," 1,212 "
Liqueur Glass,Karl Koepping,(German),-1848,-1914,(Male),c. 1900,Architecture & Design," 1,344 "
Le cerf-volant (The Kite),Randa Chahal Sabag,(French),-1953,-2008,(Female),2003,Film," 1,264 "
Davidson Little Farms Unit and Markets Project (Aerial perspective),Frank Lloyd Wright,(American),-1867,-1959,(Male),1932-1933,Architecture & Design," 1,292 "
Untitled from City of Eyes,Rodolfo Abularach,(Guatemalan),-1933,,(Male),1966,Prints & Illustrated Books," 1,252 "
Floor Cone,Claes Oldenburg,(American),-1929,,(Male),1962,Painting & Sculpture," 1,193 "
Standart - T (?),A.R. Penck (Ralf Winkler),(German),-1939,-2017,(Male),-1980,Drawings," 1,496 "
"Waters, Stones, Sand (Eaux, Pierres, Sable) from Phenomena (Les Phénomènes)",Jean Dubuffet,(French),-1901,-1985,(Male),1959,Prints & Illustrated Books," 1,301 "
Border (page 91) from POÈMES,Henri Matisse,(French),-1869,-1954,(Male),1942-1950,Prints & Illustrated Books," 1,198 "
Sketchbook,John D. Graham,(American),-1881,-1961,(Male),1940-1941,Drawings," 1,286 "
Plate (folio 46) from CENTURY OF THE COMMON MAN,Hugo Gellert,(American),-1892,-1985,(Male),1943,Prints & Illustrated Books," 1,048 "
Plate (folio 77) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,Roberto Matta,(Chilean),-1911,-2002,(Male),1991,Prints & Illustrated Books, 931 
Photograph of Kate Millett's Furniture,George Maciunas,(American),-1931,-1978,(Male),1966,Fluxus Collection," 1,383 "
Torso,Ossip Zadkine,(French),-1890,-1967,(Male),1928,Painting & Sculpture," 1,090 "
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,(American),-1887,-1968,(Male),1934,Prints & Illustrated Books," 1,308 "
Sign for an Aquarium (Model),Édgar Negret,(Colombian),-1920,-2012,(Male),1954,Painting & Sculpture, 922 
Theater Manager [Gustav Hartung],August Sander,(German),-1876,-1964,(Male),1925,Photography, 927 
American Eagle Flying Near the Ground: Plate 771 from Animal Locomotion (1887),Eadweard J. Muybridge,(American),-1830,-1904,(Male),1884-1886,Photography, 921 
HÔTEL DE CONFLANS. RUE DE L'UNIVERSITÉ 24,Eugène Atget,(French),-1857,-1927,(Male),1909,Photography," 1,295 "
Yellow over Black (Jaune sur noir) from Suite of Twenty-Seven Color Lithographs,Ellsworth Kelly,(American),-1923,-2015,(Male),1964-1965,Prints & Illustrated Books," 1,223 "
Untitled from 99/00,Christopher Wool,(American),-1955,,(Male),2000,Prints & Illustrated Books," 1,307 "
Untitled,William Gropper,(American),-1897,-1977,(Male),1967,Prints & Illustrated Books, 986 
When Radar Was New,Guy de Cointet,(American),-1934,-1983,(Male),-1971,Drawings, 940 
Reclining Chair without Arms (Six elevation sketches),Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1931-1932,Architecture & Design," 1,201 "
GRANDEUR (plate 10) from INWARD EYE,Richard Anuszkiewicz,(American),-1930,,(Male),1970,Prints & Illustrated Books," 1,473 "
"Casa Devalle, Turin, Italy",Carlo Mollino,(Italian),-1905,-1973,(Male),1939,Architecture & Design, 948 
Untitled from Storm Trees,Joe Goode,(American),-1937,,(Male),1988,Prints & Illustrated Books," 1,476 "
"VEGETATION, plate VI (folio 16) from GENESIS",Paul Nash,(British),-1889,-1946,(Male),1924,Prints & Illustrated Books," 1,215 "
The Mexican Clown (El Clown Mexicano) plate 1 from the portfolio Twenty-five Prints of José-Guadelupe Posada,José-Guadalupe Posada,(Mexican),-1852,-1913,(Male),1913-1942,Prints & Illustrated Books," 1,017 "
"Hôtel de Lauzun, quai d'Anjou",Eugène Atget,(French),-1857,-1927,(Male),1905,Photography," 1,280 "
Untitled,David V. Hayes,(American),-1931,,(Male),1963,Prints & Illustrated Books," 1,155 "
Calotypes by D.O. Hill,David Octavius Hill,(British),-1802,-1870,(Male),1843-1847,Photography," 1,167 "
Drapery Material,Anni Albers,(American),-1899,-1994,(Female),1929,Architecture & Design," 1,151 "
Prospekt knig po sel'skomu khoziaistvu,Aleksandr Rodchenko,(Russian),-1891,-1956,(Male),1924,Prints & Illustrated Books," 1,453 "
Untitled (Hat) from an untitled portfolio,David Shrigley,(British),-1968,,(Male),2005,Prints & Illustrated Books," 1,164 "
"TOWER, RAPALLO, plate X (page 43) from A BOOK OF TOWERS AND OTHER BUILDINGS OF SOUTHERN EUROPE",Richard Wyndham,(British),-1896,-1948,(Male),1928,Prints & Illustrated Books," 1,493 "
Happy Holiday,Peggy Bacon,(American),-1895,-1987,(Female),1930,Prints & Illustrated Books," 1,301 "
Keyboard Dances,Philip Corner,(American),-1933,,(Male),1963,Prints & Illustrated Books," 1,011 "
"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,(French),-1935,,(Male),1962,Prints & Illustrated Books," 1,196 "
Paper Piece,Benjamin Patterson,(American),-1934,-2016,(Male),1960,Prints & Illustrated Books," 1,484 "
"Neue Wache War Memorial Project, Berlin-Mitte, Germany, Interior perspective. Sketch.",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1930,Architecture & Design," 1,310 "
On the 'Outlet' of Brome Lake. 'Dugout; Canoe,Alexander Henderson,(Canadian),-1831,-1913,(Male),1865,Photography," 1,155 "
"SA. Sovremennaia Arkhitektura (CA. Contemporary Architecture), no. 1",Ivan Leonidov,(Russian),-1902,-1959,(Male),1928,Prints & Illustrated Books," 1,164 "
Plate (page 32) from SELECTIONS FROM SATAN'S SAINT,Robert Hansen,(American),-1924,-2013,(Male),1964-1965,Prints & Illustrated Books," 1,176 "
Untitled (28 December 1971),Robert Overby,(American),-1935,-1993,(Male),1971,Drawings, 929 
Fred Astaire,Edward Steichen,(American),-1879,-1973,(Male),1927,Photography," 1,452 "
Come to My Party (The Prince Von Thurn und Taxis Invites You For Princess Gloria's Birthday Party!),Keith Haring,(American),-1958,-1990,(Male),1989,Prints & Illustrated Books," 1,450 "
The Huntington Industrial Works,Frances Benjamin Johnston,(American),-1864,-1952,(Female),1899-1900,Photography, 955 
Heads from Cameo Cuts,Edward Ruscha,(American),-1937,,(Male),1992,Prints & Illustrated Books, 963 
Fall from The Seasons,Jasper Johns,(American),-1930,,(Male),1987,Prints & Illustrated Books," 1,467 "
Hair Box (for Parkett no. 23),Richard Artschwager,(American),-1923,-2013,(Male),1990,Prints & Illustrated Books," 1,045 "
"The Clash, Rude Boy, with Invitations to the New York Premiere and After-Party",Unknown,(Nationality unknown),,,(),1981,Architecture & Design," 1,118 "
Number 22,Ad Reinhardt,(American),-1913,-1967,(Male),1949,Painting & Sculpture," 1,307 "
Untitled from the series A.J. and Jim Bob,Merry Alpern,(American),-1955,,(Female),1988,Photography, 933 
Church (Kirche),Lyonel Feininger,(American),-1871,-1956,(Male),1919,Prints & Illustrated Books," 1,432 "
"Artist's Studio ""The Dance""",Roy Lichtenstein,(American),-1923,-1997,(Male),1974,Painting & Sculpture," 1,424 "
Untitled from 13 Woodcuts by Siqueiros (13 Grabados en madera por Siqueiros),David Alfaro Siqueiros,(Mexican),-1896,-1974,(Male),1931,Prints & Illustrated Books, 983 
Wrapper front (duplicate of in-text plate from page 65) from L'ART D'AIMER,Aristide Maillol,(French),-1861,-1944,(Male),1935,Prints & Illustrated Books," 1,447 "
Fifty by Fifty Feet House Project (Floor plan sketches),Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),c. 1950-1952,Architecture & Design," 1,364 "
Nude,Lee Friedlander,(American),-1934,,(Male),1980,Photography," 1,496 "
Photographic Views of North Wales,Francis Bedford,(British),-1816,-1894,(Male),1864,Photography," 1,405 "
Untitled,William Eggleston,(American),-1939,,(Male),c. 1975,Photography," 1,488 "
Untitled,Josh Smith,(American),-1976,,(Male),2008,Painting & Sculpture," 1,276 "
"Athens, with the Acropolis (#619)",Francis Frith,(British),-1822,-1898,(Male),c. 1860,Photography," 1,471 "
"General Wade's Bridge, Aberfeldy. Everywhere You Go You Can Be Sure of Shell",Edwin Calligan,(British),,,(Male),1933,Architecture & Design," 1,216 "
"SATAN III, plate VIII (page 53) from LES FLEURS DU MAL",Georges Rouault,(French),-1871,-1958,(Male),1925-1966,Prints & Illustrated Books, 980 
"Avery Coonley Playhouse, Riverside, IL",Frank Lloyd Wright,(American),-1867,-1959,(Male),1911,Architecture & Design," 1,241 "
Untitled,Unknown,(),,,(),c. 1945,Photography," 1,131 "
"Sobakévitch at the Table (Sobakévitch à table), plate XXXVI (supplementary suite) from Les Âmes mortes",Marc Chagall,(French),-1887,-1985,(Male),1923-1948,Prints & Illustrated Books," 1,326 "
No. 124,Edward Krasiński,(Polish),-1925,-2004,(Male),1972,Painting & Sculpture," 1,481 "
"Senator Robert C. Byrd, Democrat, West Virginia (Majority Leader)",Judith Joy Ross,(American),-1946,,(Female),1987,Photography," 1,456 "
Au Dépens des mots,Valentine Hugo,(French),-1890,-1968,(Female),1941,Prints & Illustrated Books, 905 
"MYTHICAL PROJECT: PLANT-PERSONAGE, plate 17 (supplementary suite) from DREAMS AND PROJECTS",Jean (Hans) Arp,(French),-1886,-1966,(Male),1952,Prints & Illustrated Books," 1,139 "
Inside - Outside,Grace Hartigan,(American),-1922,-2008,(Female),1962,Prints & Illustrated Books," 1,337 "
CLICHY. ARBRE DE JUDÉE. PLANTÉ PAR ST. VINCENT DE PAUL,Eugène Atget,(French),-1857,-1927,(Male),1901,Photography," 1,352 "
Untitled,Richard Artschwager,(American),-1923,-2013,(Male),1994,Painting & Sculpture," 1,183 "
Itinerant Bootblack,Lewis W. Hine,(American),-1874,-1940,(Male),1912,Photography, 938 
Ground #35,Uta Barth,(American),-1958,,(Female),1994,Photography," 1,218 "
Hubbe-related Study,Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1934-1935,Architecture & Design," 1,275 "
Grand Trianon,Eugène Atget,(French),-1857,-1927,(Male),1924-1925,Photography," 1,288 "
"Abandoned River Rouge Equipment, Michigan",Walker Evans,(American),-1903,-1975,(Male),c. 1950,Photography, 944 
"MEN OF MYCENAE, plate 12 (folio 30) from AN AEGEAN NOTE-BOOK",Roloff Beny,(Canadian),-1924,-1984,(Male),(1948-1950),Prints & Illustrated Books," 1,199 "
Untitled,Dove Bradshaw,(American),-1949,,(Male),1987,Drawings," 1,445 "
Fête du Trône,Eugène Atget,(French),-1857,-1927,(Male),1922,Photography," 1,208 "
Double page plate (pages 92 and 93) from 1¢ Life,Joan Mitchell,(American),-1925,-1992,(Female),1964,Prints & Illustrated Books," 1,476 "
"Im J.C. / ""Nixmusics op. einmals nach""",Albert M. Fine,(American),-1932,-1987,(Male),1965,Prints & Illustrated Books," 1,486 "
Double page in-text plate (folios 16 verso and 17) from BESTIARY/BESTARIO,Antonio Frasconi,(American),-1919,-2013,(Male),1965,Prints & Illustrated Books," 1,310 "
"Conte de Tsar Saltan et de son fils le glorieux et puissant prince, Gvidon Saltanovitch et de sa belle Princesse Cygne",Natalia Goncharova,(Russian),-1881,-1962,(Female),1921,Prints & Illustrated Books," 1,050 "
HATCHING (front endpaper) from FOIRADES/FIZZLES,Jasper Johns,(American),-1930,,(Male),1975-1976,Prints & Illustrated Books, 982 
Untitled Film Still #38,Cindy Sherman,(American),-1954,,(Female),1979,Photography," 1,414 "
Landscape/ Loftscape #15,Marcia Resnick,(American),-1950,,(Female),1976,Photography," 1,400 "
In-text plate (page 29) from UNE SAISON EN ENFER,Lucien Coutaud,(French),-1905,-1977,(Male),1951,Prints & Illustrated Books," 1,171 "
Jan Lenica (Poster for exhibition of the artist’s work),Jan Lenica,(Polish),-1928,-2001,(Male),1966,Architecture & Design," 1,496 "
Treatment,Arthur Köpcke,(German),-1928,-1977,(Male),1961,Fluxus Collection," 1,022 "
"The Return of the Repressed, no. 28 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,(American),-1911,-2010,(Female),2004,Prints & Illustrated Books," 1,400 "
"Antibiotics in Layers, from the Objets Thérapeutiques collection (Model)",Mathieu Lehanneur,(French),-1974,,(Male),2001,Architecture & Design," 1,113 "
"Figure, I",Marcelo Bonevardi,(Argentine),-1929,-1994,(Male),1964,Painting & Sculpture, 962 
"Untitled, third state",Rudi Tröger,(German),-1929,,(Male),-1967,Prints & Illustrated Books," 1,294 "
Isadora Duncan,Abraham Walkowitz,(American),-1878,-1965,(Male),(1930-1933),Drawings," 1,423 "
"Program for The Scene (La Scène), Truth in Wine (La Vérité dans le vin), Nickel-plated feet (Les Pieds nickelés) and Interior (Intérieur) from The Beraldi Album of Theatre Programs",Maurice Denis,(French),-1870,-1943,(Male),1895,Prints & Illustrated Books," 1,432 "
Black and white photograph of Kathleen Kucka distributing fliers at the corner of Broadway and Prince Streets in New York City during Kinmont’s I am for you project,Ben Kinmont,(American),-1963,,(Male),1990,Prints & Illustrated Books," 1,192 "
Khameleonovi tini,Georgii Tsapok,(),,,(Male),1929,Prints & Illustrated Books," 1,363 "
Untitled,Louise Bourgeois,(American),-1911,-2010,(Female),1999,Prints & Illustrated Books," 1,353 "
In-text plate (page 44) from A TRAVEL BOOK,Fred Martin,(American),-1927,,(Male),1976,Prints & Illustrated Books," 1,480 "
Untitled (crime scene: woman on mattress),Unknown,(),,,(),1911,Photography," 1,369 "
Hubbe-related Study,Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1934-1935,Architecture & Design," 1,455 "
Jens Jensen Graphics,Frank Lloyd Wright,(American),-1867,-1959,(Male),1941,Architecture & Design," 1,148 "
"Duplicate of plate from folio 106 (supplementary suite, plate 97) from LA VILLE",Frans Masereel,(Belgian),-1889,-1972,(Male),1925,Prints & Illustrated Books," 1,262 "
INTÉRIEUR D'UN CISELEUR,Eugène Atget,(French),-1857,-1927,(Male),1912,Photography," 1,245 "
Scholar,August Sander,(German),-1876,-1964,(Male),1928,Photography," 1,319 "
"Poke Bonnet, Scottsboro, Alabama",Rosalind Fox Solomon,(American),-1930,,(Female),1974,Photography," 1,431 "
Untitled,Unknown,(),,,(),c. 1938-1960,Photography," 1,230 "
Untitled from 8 Lithografier (8 Lithographs),Asger Jorn,(Danish),-1914,-1973,(Male),1945,Prints & Illustrated Books," 1,061 "
Frontispiece from THE PHOENIX AND THE TURTLE,Léon Gischia,(French),-1903,,(Male),1944,Prints & Illustrated Books," 1,413 "
Davidson Little Farms Unit Project (Model),Frank Lloyd Wright,(American),-1867,-1959,(Male),1932-1933,Architecture & Design," 1,343 "
The Shapes Project,Allan McCollum,(American),-1944,,(Male),2006,Prints & Illustrated Books," 1,294 "
Post During Lunch Hour,E. McKnight Kauffer,(American),-1890,-1954,(Male),c. 1937,Architecture & Design," 1,131 "
UNTITLED (Man with Cityscape),Thomas Tulis,(American),-1961,,(Male),1986,Photography," 1,299 "
Untitled from The Meeting,Tony Bevan,(British),-1951,,(Male),1993,Prints & Illustrated Books," 1,230 "
"Abu Simbel, Western Colossus of the Temple of Ra",Maxime Du Camp,(French),-1822,-1894,(Male),1850,Photography, 924 
Ortogonal (Collage) 8,Alejandro Otero,(Venezuelan),-1921,-1990,(Male),1952,Drawings," 1,229 "
Untitled,Ay-O,(Japanese),-1931,,(Male),1966,Prints & Illustrated Books," 1,238 "
CALLIGRAPHIC STUDY III from the series CALLIGRAPHIC STUDIES,Robert Motherwell,(American),-1915,-1991,(Male),1976,Prints & Illustrated Books," 1,232 "
Untitled (man on horsedrawn carriage),Eugène Atget,(French),-1857,-1927,(Male),1899-1900,Photography," 1,153 "
"Variants of in-text plates for the 1944 edition (volume II, folio 46) from PASIPHAÉ",Henri Matisse,(French),-1869,-1954,(Male),1943-1981,Prints & Illustrated Books," 1,279 "
Body Parts,Donald Sultan,(American),-1951,,(Male),1994,Prints & Illustrated Books, 999 
"Elevator Garage, Chicago",John Gutmann,(American),-1905,-1998,(Male),1936,Photography," 1,340 "
Untitled,Gego (Gertrud Goldschmidt),(Venezuelan),-1912,-1994,(Female),1966,Prints & Illustrated Books," 1,104 "
Calling Man Ray,William Wegman,(American),-1943,,(Male),1973-1974,Media and Performance Art," 1,062 "
Untitled from Poem Posters,Charles Henri Ford,(American),-1908,-2002,(Male),1964-1965,Prints & Illustrated Books, 989 
Untitled,Al Taylor,(American),-1948,-1999,(Male),1988,Painting & Sculpture," 1,406 "
"PORTRAIT OF ZEJTL (TEVIA'S DAUGHTER), plate 17 (folio 22) from TEVIA THE MILKMAN, Volume I",Anatoli Lvovich Kaplan,(Russian),-1902,-1980,(Male),1957-1961,Prints & Illustrated Books," 1,236 "
"Pst, Ich Denke",Werner Büttner,(German),-1954,,(Male),1989,Drawings," 1,470 "
Poster of the French National Railroad,Album-miscellaneous,(Various),,,(),1900-1943,Architecture & Design," 1,182 "
Footsie,Cecily Brown,(British),-1969,,(Female),2000,Prints & Illustrated Books, 929 
Tract House #10,Lewis Baltz,(American),-1945,-2014,(Male),1971,Photography," 1,036 "
"Variant of Selected Details After Rodin from The Large Glass and Related Works, Vol. II",Marcel Duchamp,(American),-1887,-1968,(Male),1968,Prints & Illustrated Books, 945 
"Wolf House, Gubin, Poland (Basement plan [final version])",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1925-1927,Architecture & Design," 1,474 "
Ruler,Jasper Johns,(American),-1930,,(Male),1966,Prints & Illustrated Books, 984 
Plavaiushchie puteshestvuiushchie. Roman (Swimming Voyagers: A Novel),Natan Al'tman,(Russian),-1889,-1971,(Male),1923,Prints & Illustrated Books," 1,311 "
Go Great Western to Devonshire,E. McKnight Kauffer,(American),-1890,-1954,(Male),1932,Architecture & Design, 986 
Wrapper front from LOS SIETE PECADOS CAPITALES,Leonel Gongora,(Colombian),-1932,,(Male),1986,Prints & Illustrated Books," 1,409 "
Globe Shelf,Milan Knížák,(Czech),-1940,,(Male),1974-1984,Prints & Illustrated Books," 1,212 "
"Maguey, Muro, Nube",Manuel Álvarez Bravo,(Mexican),-1902,-2002,(Male),1975,Photography," 1,469 "
Possible Models,Jenny Perlin,(American),-1970,,(Female),2004,Media and Performance Art, 915 
Work Drawing: 50 x 50 m Cross,Franz Erhard Walther,(German),-1939,,(Male),1969,Drawings," 1,335 "
No Title (Publish the truth...),Raymond Pettibon,(American),-1957,,(Male),-1986,Drawings," 1,304 "
Untitled from Vanish,Sol LeWitt,(American),-1928,-2007,(Male),1994,Prints & Illustrated Books, 919 
Trumpet Weed,Ree Morton,(American),-1936,-1977,(Female),1974,Drawings," 1,436 "
Versailles,Eugène Atget,(French),-1857,-1927,(Male),1922-1923,Photography," 1,062 "
Murder by Death,Robert Moore,(American),-1927,-1984,(Male),1976,Film," 1,051 "
Traveling Salesman,Julian Lethbridge,(British),-1947,,(Male),1995,Prints & Illustrated Books," 1,354 "
"Indiantown, Fl, #17",Bruce Bennet,(American),-1961,,(Male),1990,Photography," 1,156 "
Love,Marisol (Marisol Escobar),(Venezuelan),-1930,-2016,(Female),1962,Painting & Sculpture," 1,114 "
Les lithographies de Jean Dubuffet sont exposées chez Berggruen,Jean Dubuffet,(French),-1901,-1985,(Male),1961,Architecture & Design, 965 
Eleanor,Harry Callahan,(American),-1912,-1999,(Male),1953,Photography," 1,322 "
Untitled from Blank Signs,Edward Ruscha,(American),-1937,,(Male),2004,Prints & Illustrated Books," 1,203 "
Miss K. (Fräulein K.),Rolf Nesch,(Norwegian),-1893,-1975,(Male),-1926,Prints & Illustrated Books," 1,081 "
"Untitled (mattress, drying rack, cheap white folding chair and two expensive black folding chairs)",Gabriel Sierra,(Colombian),-1975,,(Male),2013,Painting & Sculpture," 1,118 "
"The Painter Emile Noirot (1853-1924), St. Etienne, France",Félix Thiollier,(French),-1842,-1914,(Male),c. 1900,Photography," 1,069 "
"Marion (plate, facing page 84) from D'Ariane à Zoé",Mariano Andreù,(Spanish),-1888,-1976,(Male),1930,Prints & Illustrated Books," 1,437 "
For Roebling,Mark di Suvero,(American),-1933,,(Male),1971,Painting & Sculpture, 931 
"Harlequin Diplomat , plate from the illustrated book Toupies",Jean Lurçat,(French),-1892,-1966,(Male),1925,Prints & Illustrated Books," 1,343 "
Festons und Dekorative Gruppen,Unknown,(),,,(),1893,Photography," 1,121 "
Plate (page 83) from LE DIT DU VIEUX MARIN,André Masson,(French),-1896,-1987,(Male),1948,Prints & Illustrated Books," 1,074 "
REPORT OF THE BLIND,Osvaldo Romberg,(Argentine),-1938,,(Male),-1966,Prints & Illustrated Books," 1,419 "
Variation,Dietrich Sayler,(Romanian),,,(Male),1975,Prints & Illustrated Books, 933 
In-text plate (folio 34) from THE DONKEY AND THE DARLING,Larry Rivers,(American),-1923,-2002,(Male),1968-1977,Prints & Illustrated Books," 1,185 "
Avoid Living the Lyric,Jennifer T. Ley,(American),-1953,,(Female),1980,Film," 1,101 "
Untitled from Placebos,Thomas Schütte,(German),-1954,,(Male),2011,Prints & Illustrated Books, 989 
LES HALLES. PETITE MARCHANDE DE LÉGUMES,Eugène Atget,(French),-1857,-1927,(Male),1910-1911,Photography," 1,328 "
Belding Blocks (Casement cloth),Emily Belding,(American),-1904,-1999,(Female),c. 1954,Architecture & Design," 1,331 "
Versailles -- Coin de Parc,Eugène Atget,(French),-1857,-1927,(Male),1901,Photography," 1,310 "
MARC CHAGALL,Marc Chagall,(French),-1887,-1985,(Male),1946,Prints & Illustrated Books," 1,155 "
Study for Imperfect Painting,Roy Lichtenstein,(American),-1923,-1997,(Male),1986,Drawings," 1,421 "
"Untitled, Chicago",Harry Callahan,(American),-1912,-1999,(Male),1960,Photography," 1,112 "
Plate (page 29) from PARLER SEUL,Joan Miró,(Spanish),-1893,-1983,(Male),1948-1950,Prints & Illustrated Books, 928 
Isaac Newton (Poster from The Development of Scientific Thought series),Boris Bućan,(Croatian),-1947,,(Male),1972,Architecture & Design, 997 
Plate (folio 89) from ADVENTURES IN KU-TA-BA WA-DO,Gerald Jackson,(American),-1943,,(Male),1973,Prints & Illustrated Books," 1,187 "
"A Man of the People, a Savage (Un Homme du peuple, un sauvage)",Odilon Redon,(French),-1840,-1916,(Male),1887,Prints & Illustrated Books," 1,367 "
"THE OCTOPUS (headpiece, folio 26) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),-1877,-1953,(Male),1911-1931,Prints & Illustrated Books," 1,176 "
Plate 8 (supplementary suite) from L'AVENIR DE LA PROPRIÉTÉ,Pierre Alechinsky,(Belgian),-1927,,(Male),1972,Prints & Illustrated Books," 1,352 "
